case,layer,band,input_energy,output_energy,gain_energy,gain_ratio
ESO_TJ_60016195217,f1,3,0.8467589616775513,0.03306024521589279,0.5846271514892578,0.6904292460399084
ESO_TJ_60016836064,f0,1,131.92071533203125,6.8017578125,85.80287170410156,0.6504124199762233
ESO_TJ_60016836064,f0,2,66.2449951171875,2.1443541049957275,46.57630920410156,0.7030917448436262
ESO_TJ_60016836064,f0,3,36.39223098754883,1.1319425106048584,25.74165916442871,0.7073394091512336
ESO_TJ_60016836064,f1,1,20.462833404541016,0.3420911133289337,16.53150177001953,0.8078794096202793
ESO_TJ_60016836064,f1,2,1.399293303489685,0.02887098491191864,1.0937504768371582,0.7816449018291461
ESO_TJ_60016836064,f1,3,0.6279838681221008,0.01974811777472496,0.4454960823059082,0.7094068891250239
ESO_TJ_60016973126,f0,1,131.3863525390625,5.910592079162598,87.94234466552734,0.6693415485400626
ESO_TJ_60016973126,f0,2,72.2306137084961,2.6350677013397217,50.04132843017578,0.6927994358753317
ESO_TJ_60016973126,f0,3,38.75004577636719,1.229785442352295,27.35683822631836,0.7059820879747707
ESO_TJ_60016973126,f1,1,20.019577026367188,0.35913366079330444,16.0776309967041,0.8030954388061212
ESO_TJ_60016973126,f1,2,1.7370765209197998,0.03621947765350342,1.369138479232788,0.7881854729733074
ESO_TJ_60016973126,f1,3,0.8937060832977295,0.0289864931255579,0.6384629011154175,0.7143991890027288
ESO_TJ_60017000815,f0,1,147.2845001220703,5.8921332359313965,102.38240051269531,0.695133570931357
ESO_TJ_60017000815,f0,2,79.45343017578125,2.2711923122406006,58.114959716796875,0.7314342450442193
ESO_TJ_60017000815,f0,3,50.02727508544922,1.144652009010315,37.99306869506836,0.7594470942135753
ESO_TJ_60017000815,f1,1,20.758773803710938,0.37841469049453735,16.480554580688477,0.7939079030641752
ESO_TJ_60017000815,f1,2,1.7144005298614502,0.03784925490617752,1.3211902379989624,0.7706426911247887
ESO_TJ_60017000815,f1,3,0.6770145893096924,0.01917640119791031,0.4891553521156311,0.7225181847464593
ESO_TJ_60017001645,f0,1,158.64471435546875,5.787920951843262,110.65181732177734,0.6974819033292444
ESO_TJ_60017001645,f0,2,67.53266906738281,1.9233005046844482,48.61920166015625,0.7199360299478793
ESO_TJ_60017001645,f0,3,40.38538360595703,1.102935552597046,29.451208114624023,0.7292541381302888
ESO_TJ_60017001645,f1,1,21.293317794799805,0.37564796209335327,16.968910217285156,0.7969124577396042
ESO_TJ_60017001645,f1,2,1.7116765975952148,0.03742484748363495,1.3212859630584717,0.7719250031892786
ESO_TJ_60017001645,f1,3,0.6436745524406433,0.018515005707740784,0.46289563179016113,0.7191454595094127
ESO_TJ_60017149369,f0,1,163.6811981201172,7.413259506225586,110.9585952758789,0.677894569139526
ESO_TJ_60017149369,f0,2,66.24596405029297,2.0528721809387207,47.6114616394043,0.7187073555644485
ESO_TJ_60017149369,f0,3,43.25993728637695,0.9467093348503113,33.050682067871094,0.7640020800094494
ESO_TJ_60017149369,f1,1,19.916290283203125,0.3574824929237366,16.055532455444336,0.8061507553434459
