case,layer,band,input_high_ratio,output_high_ratio,high_ratio_delta,input_boundary_energy_ratio,output_boundary_energy_ratio,boundary_energy_delta
ESO_TJ_60017149369,f1,3,1.990156384570595e-05,0.01718428185844135,0.017164380294595643,0.8865756419647471,0.8365864981566391,-0.04998914380810804
ESO_TJ_60017481027,f0,1,0.886878231655076,0.7869957202908462,-0.09988251136422976,0.7785069455648865,0.9384869787148209,0.15998003314993436
ESO_TJ_60017481027,f0,2,0.00766365031827454,0.06478894806317419,0.05712529774489965,0.6124827679341861,0.6954132216447657,0.08293045371057961
ESO_TJ_60017481027,f0,3,4.501552594201559e-06,0.041934368929860764,0.04192986737726656,0.6476448376659949,0.7780744504840751,0.1304296128180802
ESO_TJ_60017481027,f1,1,0.9458293050612421,0.9059697418522065,-0.03985956320903561,0.7855630119848679,0.8787487415233529,0.09318572953848503
ESO_TJ_60017481027,f1,2,0.022035732140427523,0.10034716121876931,0.0783114290783418,0.7900780355577939,0.8856845418436753,0.09560650628588141
ESO_TJ_60017481027,f1,3,2.3854471086193392e-05,0.013365672196450872,0.013341817725364679,0.8554651320309994,0.9086461439920966,0.05318101196109726
ESO_TJ_60017541611,f0,1,0.8381847059021258,0.8169675074352242,-0.02121719846690162,0.7090156026795998,0.7967602976242728,0.08774469494467296
ESO_TJ_60017541611,f0,2,0.007760926375888507,0.06539919652988666,0.057638270153998146,0.6946891308511937,0.7664812208680823,0.07179209001688869
ESO_TJ_60017541611,f0,3,6.521357240309851e-06,0.01931680428910762,0.01931028293186731,0.6686031460587296,0.7325205504261035,0.06391740436737392
ESO_TJ_60017541611,f1,1,0.9547998118436312,0.9263243586970049,-0.02847545314662625,0.8733286305855977,0.7946036259907956,-0.07872500459480214
ESO_TJ_60017541611,f1,2,0.020154888929092382,0.0979847440641354,0.07782985513504302,0.9257704774048104,0.8610801439037019,-0.06469033350110853
ESO_TJ_60017541611,f1,3,1.7302116604746913e-05,0.014702823023906365,0.014685520907301618,0.9199861155412975,0.8942180645364444,-0.025768051004853132
ESO_TJ_60017544096,f0,1,0.8657140338535391,0.8086245167822008,-0.05708951707133825,0.6928663156427062,0.8238407095792281,0.13097439393652188
ESO_TJ_60017544096,f0,2,0.007699680591530182,0.05784380349528565,0.05014412290375547,0.5522822813856171,0.6376189992335095,0.08533671784789243
ESO_TJ_60017544096,f0,3,5.5850576788305845e-06,0.02690355622549419,0.026897971167815362,0.6047516718766798,0.70529013836903,0.10053846649235021
ESO_TJ_60017544096,f1,1,0.9613266347170681,0.9262644531870733,-0.03506218152999485,0.881157667128941,0.847375459793271,-0.033782207335669945
ESO_TJ_60017544096,f1,2,0.02403435526716817,0.09030302396152118,0.06626866869435301,0.8848518674040687,0.8630035034967106,-0.021848363907358115
ESO_TJ_60017544096,f1,3,2.4953194852833114e-05,0.019646960688965497,0.019622007494112664,0.8844430640597077,0.8634032287043483,-0.02103983535535947
ESO_TJ_60017676085,f0,1,0.8596595173172968,0.8026581438461907,-0.05700137347110612,0.6395500784671232,0.7705052685743137,0.13095519010719048
ESO_TJ_60017676085,f0,2,0.008060582138857858,0.06005617475707339,0.05199559261821553,0.5761955844435132,0.6661274597660388,0.08993187532252567
ESO_TJ_60017676085,f0,3,6.705677216122928e-06,0.03178183698422164,0.031775131307005516,0.6959664588264916,0.7504621274478349,0.05449566862134336
ESO_TJ_60017676085,f1,1,0.9546780307538736,0.9180367764412201,-0.036641254312653526,0.8703714921043082,0.8827582964937017,0.012386804389393546
ESO_TJ_60017676085,f1,2,0.02234822382204568,0.08132169301446154,0.05897346919241586,0.8781897200116504,0.8908840064339443,0.012694286422293866
ESO_TJ_60017676085,f1,3,2.3753023269251636e-05,0.020197325425564395,0.020173572402295142,0.8950571607800836,0.8847742355785537,-0.010282925201529847
