patch_idx,sd,sh,sw,layer,band,raw_energy,weighted_energy,ratio
23,64,32,64,f0,1,199.77581787109375,36511.078125,182.76024853297687
23,64,32,64,f0,2,103.72640228271484,15600.390625,150.39941887196377
23,64,32,64,f0,3,82.11769104003906,11670.3837890625,142.11777804824172
23,64,32,64,f1,1,21.66226577758789,27877.578125,1286.9188482509194
23,64,32,64,f1,2,1.533970594406128,3158.573486328125,2059.0834647315373
23,64,32,64,f1,3,0.6979438662528992,1418.5960693359375,2032.5360504276978
24,64,64,0,f0,1,217.6267852783203,35854.6640625,164.7529922231114
24,64,64,0,f0,2,95.97222137451172,15520.2080078125,161.71562755901982
24,64,64,0,f0,3,68.76342010498047,10913.48046875,158.71055354850492
24,64,64,0,f1,1,21.865161895751953,27631.814453125,1263.7370162117186
24,64,64,0,f1,2,1.5393933057785034,3366.188232421875,2186.697980161305
24,64,64,0,f1,3,0.7178862690925598,1375.158935546875,1915.5665663911104
25,64,64,32,f0,1,159.69322204589844,30358.310546875,190.10393902722646
25,64,64,32,f0,2,81.13319396972656,14405.326171875,177.55157250742428
25,64,64,32,f0,3,44.675228118896484,8927.0615234375,199.82128573981203
25,64,64,32,f1,1,22.30570411682129,26701.1796875,1197.056122848988
25,64,64,32,f1,2,1.7286992073059082,3037.8046875,1757.2777697009014
25,64,64,32,f1,3,0.7009596824645996,1489.47412109375,2124.9069787503045
26,64,64,64,f0,1,175.89886474609375,33493.21875,190.4117959962195
26,64,64,64,f0,2,96.61289978027344,14857.828125,153.78720811393697
26,64,64,64,f0,3,64.02745819091797,9406.283203125,146.9101455671888
26,64,64,64,f1,1,22.737937927246094,27591.265625,1213.4462550334047
26,64,64,64,f1,2,1.6358757019042969,3033.712890625,1854.488630824242
26,64,64,64,f1,3,0.6241223812103271,1345.5682373046875,2155.9365243289994
