model,case_id,label,Accuracy,Avg. Symmetric Surface Distance,Dice,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Hausdorff Distance 95,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
MedNeXt,ESO_TJ_60013319680,0,0.9978723526000977,0.07321368101759776,0.9989304961519914,0.00040390957606284417,0.0017342123202850335,0.28897581224554963,0.08636783259821523,0.0,0.9978632775368791,0.7110241877544503,0.9995960904239372,0.998265787679715,2087403.0,2084625.0,0.9136321674017848
MedNeXt,ESO_TJ_60013319680,1,0.9978723526000977,6.115390390742971,0.7996947387322679,0.2889758122455496,0.08636783259821523,0.000403909576062841,0.0017342123202850335,47.05316142407437,0.6662428005086394,0.9995960904239372,0.7110241877544504,0.9136321674017848,9749.0,12527.0,0.998265787679715
MedNeXt,ESO_TJ_60013348842,0,0.9973464012145996,0.0757937037917437,0.9986633588099786,0.00022843094869051672,0.0024423973305413016,0.28677671981520086,0.036165676869194474,0.0,0.9973302860695622,0.7132232801847991,0.9997715690513095,0.9975576026694587,2084018.0,2079403.0,0.9638343231308055
MedNeXt,ESO_TJ_60013348842,1,0.9973464012145996,2.213151527958042,0.8198037755399411,0.2867767198152008,0.036165676869194474,0.00022843094869056166,0.0024423973305413016,15.0,0.6946334503950834,0.9997715690513095,0.7132232801847992,0.9638343231308055,13134.0,17749.0,0.9975576026694587
MedNeXt,ESO_TJ_60013935451,0,0.9969563484191895,0.06790034446385257,0.998454538168888,0.0014625356008769463,0.0016283742888270059,0.10429523957202667,0.09466491129082821,0.0,0.996913845871187,0.8957047604279733,0.998537464399123,0.998371625711173,2065250.0,2064907.0,0.9053350887091718
MedNeXt,ESO_TJ_60013935451,1,0.9969563484191895,1.0538313217989044,0.9004941774362012,0.10429523957202669,0.09466491129082821,0.0014625356008769403,0.0016283742888270059,4.58257569495584,0.8189990075145328,0.998537464399123,0.8957047604279733,0.9053350887091718,31902.0,32245.0,0.998371625711173
MedNeXt,ESO_TJ_60014016636,0,0.997408390045166,0.06057206628209918,0.9986878196100832,0.0008975320766273498,0.0017264846706309678,0.1323295475565092,0.07340391908975985,0.0,0.9973790783421694,0.8676704524434908,0.9991024679233727,0.998273515329369,2071840.0,2070121.0,0.9265960809102401
MedNeXt,ESO_TJ_60014016636,1,0.997408390045166,1.0976465416805095,0.8961656764037216,0.13232954755650916,0.07340391908975985,0.0008975320766274049,0.0017264846706309678,6.0,0.8118661082072761,0.9991024679233727,0.8676704524434908,0.9265960809102401,25312.0,27031.0,0.998273515329369
MedNeXt,ESO_TJ_60014029091,0,0.9985671043395996,0.030002795545607187,0.9992779939524485,0.0007856271082194999,0.0006583768847239213,0.08556082937796652,0.10044848559316832,0.0,0.9985570297381525,0.9144391706220335,0.9992143728917805,0.9993416231152761,2080875.0,2081140.0,0.8995515144068317
MedNeXt,ESO_TJ_60014029091,1,0.9985671043395996,1.6707215699356754,0.906934250054198,0.0855608293779665,0.10044848559316832,0.0007856271082195335,0.0006583768847239213,3.3166247903554,0.8297160990536635,0.9992143728917805,0.9144391706220335,0.8995515144068317,16277.0,16012.0,0.9993416231152761
MedNeXt,ESO_TJ_60014034454,0,0.9880185127258301,0.5436821015670465,0.9939517385953311,0.0002992354968834876,0.0117315430073609,0.768572234939948,0.07726931732933229,0.0,0.9879762002744797,0.23142776506005203,0.9997007645031165,0.9882684569926391,2089154.0,2065263.0,0.9227306826706677
MedNeXt,ESO_TJ_60014034454,1,0.9880185127258301,27.03101141782575,0.37004537819339633,0.768572234939948,0.07726931732933229,0.00029923549688344776,0.0117315430073609,63.631753079732135,0.2270280247331344,0.9997007645031165,0.23142776506005205,0.9227306826706677,7998.0,31889.0,0.9882684569926391
MedNeXt,ESO_TJ_60014189974,0,0.9963812828063965,0.1468099139240311,0.9981810490186797,0.0017507610441285237,0.0018871316031031649,0.35145509730405283,0.33452413666758263,0.0,0.9963687031882585,0.6485449026959471,0.9982492389558715,0.9981128683968968,2086235.0,2085950.0,0.6654758633324174
MedNeXt,ESO_TJ_60014189974,1,0.9963812828063965,6.767391129415849,0.656901306569013,0.3514550973040529,0.33452413666758263,0.0017507610441285745,0.0018871316031031649,34.20526275297414,0.4890938467752794,0.9982492389558715,0.6485449026959471,0.6654758633324174,10917.0,11202.0,0.9981128683968968
MedNeXt,ESO_TJ_60014209128,0,0.9924702644348145,0.1995140502455026,0.9961964107857082,0.0006789696285528501,0.0069087299433845395,0.5167385057471264,0.09455548825627569,0.0,0.992421646514994,0.48326149425287357,0.9993210303714471,0.9930912700566155,2082293.0,2069312.0,0.9054445117437243
MedNeXt,ESO_TJ_60014209128,1,0.9924702644348145,4.901041474416192,0.6301786927094312,0.5167385057471264,0.09455548825627569,0.0006789696285528717,0.0069087299433845395,27.051788513702018,0.4600444520430843,0.9993210303714471,0.48326149425287357,0.9054445117437243,14859.0,27840.0,0.9930912700566155
MedNeXt,ESO_TJ_60014350177,0,0.9962301254272461,0.11056774644954606,0.9980964314228946,0.0017132013312590733,0.0020938632330327334,0.20786731670012426,0.1767014406358669,0.0,0.9962000962232148,0.7921326832998757,0.9982867986687409,0.9979061367669673,2077022.0,2076230.0,0.8232985593641331
MedNeXt,ESO_TJ_60014350177,1,0.9962301254272461,6.549604596882461,0.8074149858715776,0.20786731670012426,0.1767014406358669,0.001713201331259061,0.0020938632330327334,39.92235693258769,0.6770292904121901,0.9982867986687409,0.7921326832998757,0.8232985593641331,20130.0,20922.0,0.9979061367669673
MedNeXt,ESO_TJ_60014554249,0,0.9994373321533203,0.01180008666676035,0.9997175987662417,0.00022880512983014523,0.00033599159159503067,0.08733515799950237,0.061172254927054026,0.0,0.9994353569883664,0.9126648420004977,0.9997711948701699,0.999664008408405,2089338.0,2089114.0,0.938827745072946
MedNeXt,ESO_TJ_60014554249,1,0.9994373321533203,0.46935303049500987,0.9255614433509968,0.08733515799950231,0.061172254927054026,0.00022880512983015767,0.00033599159159503067,1.4142135623730951,0.8614372945044622,0.9997711948701699,0.9126648420004977,0.938827745072946,7814.0,8038.0,0.999664008408405
